main,title,period,duration of work,workplace,type,tag,expert,url
IT,TRC-20 기반의 토큰지갑 과 PAY시스템 개발 전문가 모집,1/14/2022, 6개월 이내,협의/기타,협의,"trc20, it시스템개발, 시스템엔지니어, uxui기획, 프로그래밍, 서비스플랫폼구축기획, 앱&웹개발, 데이터분석, 블록체인, 결제시스템","서비스기획, 서버개발/앱개발, GUI (UI/UX), 빅데이터/AI, 시스템엔지니어 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=4438
IT,전산실 운영팀장 정규채용 : 회사 플랫폼 확대 개발 등 시스템 전반 운영/관리 ,1/14/2022, 6개월 이상,회사 (서울특별시  강서구),회사 + 자택,"서비스기획, gui, uxui기획, 앱개발, 웹개발, 시스템운영, 빅데이터플랫폼, it시스템개발, it솔루션구축, 전산실","PM, 시스템엔지니어, 빅데이터/AI, 서비스기획, GUI (UI/UX) 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=4439
Other,데이터교육 스타트업을 위한 대학교육시장 진입 전략 단기자문,1/11/2022, 1주일 이내,회사 (서울특별시  마포구),온사이트 방문 (2시간),"대학, 데이터교육, 대학교육, 사업전략",모든 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=4302
경영전략/신사업,제품전시 및 체험공간 부지 개발,1/10/2022, 3개월 이내,협의/기타,협의 (서울시 마포구),"아웃도어, 쇼룸, 카페, 전시장, 오버랜딩, 제품전시, 체험장, 부동산, 부지선정, 입지선정","신규사업/BD, Other, 물류/유통 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=4353
재무/투자,울산 제조기업의 가지급금 감소 전략,1/10/2022, 1개월 이내,협의/기타,협의 (울산시 북구),"제조기업, 재무, 회계, cfo, 가지급금, 감사, audit, 세무","재무/회계/자금, 세무 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=4372
인사/총무,인사 평가/보상제도 개선 컨설팅,1/10/2022, 1개월 이내,협의/기타,재택근무 및 SNS 수시 소통 ( 협의가능) - 컨설팅 착수초기 1~2회 대면미팅,"인사평가, 인사정책, 인사제도정립, 인사기획, 인사운용",인사 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=4398
영업/구매/유통,  중국 수출전략 자문,1/10/2022, 6개월 이내,협의/기타,"1~2개월차: 월4회 미팅, 3~6개월차 : 월1회 미팅","중국, 신사업, 전략","2명의 전문가님, 해외영업/무역, 물류/유통 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=4207
영업/구매/유통,건설프로젝트 영업/수주 전략 단기자문,1/8/2022, 1주일 이내,회사 (경기도  안산시 상록구),온사이트 방문 (2시간),"건설특판, 비데, 건설영업, 영업전략, 건설프로젝트, 수주프로세스, 건설수주","1명의 전문가님, 영업/구매/유통 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=4122
Other,마케팅(온라인플랫폼 포함) 및 브랜딩(보안 솔루션) 전략 컨설팅,1/8/2022, 3개월 이내,협의/기타,협의,"브랜딩전략수립, 마케팅기획, 보안소프트웨어, 컨설팅",모든 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=4397
마케팅,식품업체 가정용 제품 유통 활성화,1/7/2022, 3개월 이내,협의/기타,"주 2회 방문협의, 기타 자료작성등 재택근무","마케팅, 영업, 온라인몰운영, 신상품출시, 유통업마케팅, b2c, 이커머스, 대리점","B2C영업, 온라인마케팅, 홍보/PR 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=4098
전문가,카페 프랜차이즈 사업 단기 자문,1/5/2022, 1주일 이내,회사 (서울특별시  구로구),온사이트 방문 (3시간),"프랜차이즈, 프랜차이즈사업, 프랜차이즈물류",제안받으신 전문가님 1명 대상,https://www.talentbank.co.kr/common/project/projectView?projectSeq=4429
Other,해외영업팀장 정규직 채용 or 단기 채용/전문가 모집 건(6개월 이상)  ,1/5/2022, 6개월 이상,회사 (경기도  군포시),회사,"해외영업, 신규고객개발, 식품영업, 해외시장개척, 유통, 식품사업, 건강기능식품",모든 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=4230
Other,해외통신기업의 한국진출에 따른 MVNO와의 사업을 진행 및 리딩 할 자문 전문가 ,1/5/2022, 6개월 이내,협의/기타,파트타임: 개인 작업 + 공동 작업 병행 ,"mvno, 알뜰폰, 도매대가, 통신, 신사업, 컨설팅, it통신, 이동통신사업자, 마케팅, 경영전략",B2B영업 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=4057
Other,송금 및 간편결제 핀테크 서비스 구성 자문,1/3/2022, 1개월 이내,협의/기타,협의하여 결정 (1개월 자문 후 추가 자문 협의),"전자화폐, 디지털화폐, 행정기관인허가, 핀테크, 보안, 법률자문, 결제서비스",모든 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=4171
엔지니어링,공장장급 임원 구인,1/3/2022, 6개월 이내,회사 (경상남도  창원시),상근 (주 5일 근무),"공작기계, 기계제작, 기계제어, 기계가공, 산업기계설계개발제작, 절삭가공기계, 정밀기계, 산업용기계, 자동화기계","9명의 전문가님, 생산/제조, 품질/안전, 연구개발/설계 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=4178
디자인/패션,"신규 골프장 직원 유니폼 기획(제작,선정 등) 전문가 모집 건 ",1/3/2022, 3개월 이내,협의/기타,"회사 및 현장 방문, 자택 근무 ","패션, 디자인, 의류, 패션디자인, 패션디렉터, 골프, 패션머천다이징, 패션md, 디자이너",디자인/패션 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=4314
Other,동영상광고플랫폼 AD-Tech 기업의 CTO 채용,1/1/2022, 6개월 이상,회사 (서울특별시  강남구),"정규직 채용, 상근용, Full-time근무","ad-tech, 에드테크, 동영상광고플랫폼, 플랫폼개발, cto, java, AWS, 백엔드, 프론트엔드",IT 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=4167
Other,신사업 진행을 위한 투자유치 및 파이넌싱 관련 자문 전문가 모집 건 ,12/30/2021, 6개월 이내,협의/기타,협의,"투자유치, 파이넌싱, ib, 재무, 투자컨설팅, 금융, 자금조달, 투자자문, 전환사채, cfo",모든 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=4373
Other,리모델링(오피스텔을 숙박시설로 변경) 전문가 모집 ,12/28/2021, 6개월 이내,협의/기타,협의,"건물리모델링, 인테리어, 공간기획, 공간설계, 건축설계기획, 호텔프로젝트, 호텔오픈, 호텔비즈니스, 건축공학, 건축pm",모든 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=4354
인사/총무,경력 단절 축구인 일자리 창출 프로그램 총괄 마스터 모집 건 ,12/27/2021, 3개월 이내,회사 (서울특별시  종로구),주1회 2시간 예상,"경력단절축구인, 일자리창출, 역량강화교육, 교육, 훈련, 취업, 재취업, 인사, 교육훈련","인사, 교육 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=4180
재무/투자,플랫폼 기반의 신사업 사업성 검토 자문,12/27/2021, 3개월 이내,협의/기타,협의하여 결정,"플랫폼전략, 사업성검토및사업계획, 신사업자문, 투자유치, ir전략수립, 모바일플랫폼, 서비스기획","재무/투자, 경영전략/신사업, 서비스기획 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=4200
영업/구매/유통,가구 자재 제조 회사의 영업본부장 채용 건 ,12/27/2021, 6개월 이상,회사 (경기도  화성시),주5일 근무 ,"영업, 영업임원, 가구, 인테리어, 소비재","B2B영업, B2C영업, 물류/유통 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=4232
재무/투자,"기술 전문 기업 자금확보, 투자유치 전문가 모집",12/27/2021, 6개월 이내,협의/기타,주 1회 방문 및 재택근무,"투자, 투자유치, 자금확보, 자금, 정책자금, 건설, 내진, 금융","투자/IPO, 재무/회계/자금 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=4243
인사/총무,병원 성과 제도 시스템 자문 건 ,12/27/2021, 1주일 이내,회사 (서울특별시),1회성 방문(대면) 자문 서비스,"인사, 인사제도, 성과관리, 인센티브, 인사평가",인사 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=4271
Other,[이동형 매트리스 세탁 건조(살균) 서비스 사업]: 신 사업 관련 앱 개발 기획 전문가,12/27/2021, 6개월 이내,협의/기타,주 2회 풀타임근무,"앱개발기획, it서비스기획, 솔루션개발, 시스템엔지니어, uxui, 플랫폼서비스, uxui기획, 빅데이터플랫폼, 백엔드",모든 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=4326
전문가,온라인 베이비 서비스 중국 진출 전문가 모집 건,12/27/2021, 3개월 이내,협의/기타,월 2회 방문 및 재택 근무,"중국, 시장개척",제안받으신 전문가님 1명 대상,https://www.talentbank.co.kr/common/project/projectView?projectSeq=4328
Other,"정규채용 : 기계분야에서 티타늄설비, 부품생산공정 총괄 경험",12/22/2021, 6개월 이상,회사 (경기도  김포시),정규직 채용,"기계설비, 티타늄, 품질관리, 금속주조, 야금용기계제조, 열간압연, 플랜트, 생산관리, 특수강, 금속공학",모든 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=4210
Other,vc투자유치 전문가 모집,12/22/2021, 6개월 이내,협의/기타,온사이트 및 재택근무 병행,"vc투자유치, 스타트업, 투자유치, 정부지원사업",모든 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=4276
Other,드라이브 쓰루 호텔 신축 관련 인테리어 자문 및 실행 전문가 ,12/21/2021, 6개월 이상,협의/기타,협의,"호텔디자인, 인테리어, 호텔, 건축디자인, 건축시공, 설계감리, 실내건축, 공간디자인, 인테리어호텔설계, 공간기획",모든 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=4275
법무/대정부,"법무검토 체계, 프로세스 확립 ",12/20/2021, 1개월 이내,협의/기타,협의 (경기도 안산시),"법무, 계약검토, 법무체계, 계약서, 계약조항, 법무프로세스",일반법무 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=4226
인사/총무,전사 조직문화 진단 (조직역량 중심),12/20/2021, 3개월 이내,협의/기타,협의 (경기도 안산시),"인사, 조직문화, 조직진단, 조직역량, 역량강화, hrm, 조직연계, HR컨설팅",인사 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=4227
마케팅,IPO 연관 홍보전략 수립 (PR/IR) 및 조직구성안 도출,12/20/2021, 1개월 이내,협의/기타,협의 (경기도 안산시),"ipo, pre-ipo, ir, pr, 홍보전략","마케팅전략/브랜딩, 홍보/PR 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=4228
영업/구매/유통,인테리어 자재 기업의 매장(쇼룸) 수퍼바이저 전문가 모집,12/20/2021, 3개월 이내,협의/기타,주기적 매장 방문형 업무 (상세 업무 등은 협의 후 결정),"영업관리자교육, 영업, 수퍼바이저, md, vmd, 인테리어, 프랜차이즈","B2C영업, CS, 물류/유통 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=4231
엔지니어링,대형 유통기업 점포관리시스템 구축 Java 개발자,12/20/2021, 6개월 이내,회사 (서울특별시  금천구),"상근, 주5일, 1일 8시간근무","점포관리시스템, java, si, 백엔드개발, Backend",서버개발/앱개발 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=4237
마케팅,병원 마케팅 전문가 모집 건 ,12/20/2021, 6개월 이상,협의/기타,마케팅 실행 (수시 온_오프라인 미팅),"병원마케팅, 홍보마케팅, 마케팅","온라인마케팅, 마케팅전략/브랜딩 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=4250
법무/대정부,정부지원과제 사업계획서 컨설팅,12/20/2021, 1개월 이내,협의/기타,"주 1회 미팅, 이외 재택근무",정부과제,정부지원사업 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=4273
엔지니어링,건축 자재물량 검산 전문가 모집,12/20/2021, 3개월 이내,회사 (서울특별시  마포구),재택 및 최소 1회/주 미팅 ( 협의가능,"건축설계타당성, 적산, 건축물량, qs, 건축시공, 건축설계기획, 건축pm, 건축디자인, 주차전용건축물, 시공관리","생산/제조, 연구개발/설계, 품질/안전, 공장신축 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=4281
인사/총무,인재채용 등 면점관련 자문 ,12/17/2021, 1주일 이내,회사 (서울특별시  금천구),1회 교육,채용면접관,"인사, 교육 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=4215
Other,영업/마케팅 전문가 단기 채용(~6개월),12/17/2021, 6개월 이상,협의/기타,협의,"영업, 마케팅, 소비재, 유통",모든 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=4288
Other,복합형 패밀리 키즈카페 운영시스템 구축 전문가,12/15/2021, 6개월 이내,협의/기타,협의,"키즈카페, 테마카페, 키즈카페운영, 운영시스템, it시스템개발, si, 앱개발, 시스템엔지니어, it서비스기획, it시스템구축",모든 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=4158
인사/총무,중소기업 인사 관리 시스템 구축 전문가 모집 건  ,12/15/2021, 3개월 이내,회사 (경기도  시흥시),주1회 방문 미팅 ,"생산, 제조, 성장전략컨설팅, 경영혁신프로젝트, 인사, 인력채용, 채용, 인사노무","인사, 교육 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=4196
