expert,skills
discov**,마케팅전략/브랜딩
discov**,온라인마케팅
discov**,서비스기획
discov**,경영전략/관리
discov**,경영혁신/PI
fclkor**,디자인/패션
fclkor**,신규사업/BD
fclkor**,경영전략/관리
fclkor**,상품기획
fclkor**,마케팅전략/브랜딩
khrhee**,경영전략/관리
khrhee**,해외영업/무역
khrhee**,재무/회계/자금
khrhee**,경영혁신/PI
khrhee**,인사
jdnam**,PM
jdnam**,경영전략/관리
jdnam**,교육
jdnam**,연구개발/설계
jdnam**,서비스기획
nihao**,홍보/PR
nihao**,시장조사/데이터분석
nihao**,B2B영업
nihao**,B2C영업
hong**,신규사업/BD
hong**,노무
hong**,인사
hong**,원가관리
hong**,경영혁신/PI
CHOICOA**,교육
CHOICOA**,품질/안전
CHOICOA**,경영전략/관리
Robis9**,상품기획
Robis9**,B2B영업
Robis9**,해외영업/무역
Robis9**,B2C영업
joonyjoo**,물류/유통
joonyjoo**,구매
joonyjoo**,경영혁신/PI
joonyjoo**,생산/제조
joonyjoo**,신규사업/BD
lynossa**,마케팅전략/브랜딩
lynossa**,신규사업/BD
kjohn**,기술/특허
kjohn**,신규사업/BD
kjohn**,빅데이터/AI
hakjongyo**,B2C영업
hakjongyo**,B2B영업
hakjongyo**,물류/유통
hakjongyo**,경영전략/관리
hakjongyo**,M&A/PMI
albatro**,경영전략/신사업
albatro**,마케팅
albatro**,영업/구매/유통
austinjho**,신규사업/BD
xela**,신규사업/BD
xela**,경영전략/관리
choiki**,빅데이터/AI
choiki**,시스템엔지니어
choiki**,PM
choiki**,경영혁신/PI
blackwhite**,신규사업/BD
blackwhite**,경영전략/관리
blackwhite**,정부지원사업
blackwhite**,인사/총무
blackwhite**,기술/특허
jhkim7**,신규사업/BD
ashgla**,경영전략/관리
ashgla**,재무/회계/자금
ashgla**,원가관리
ashgla**,인사
ashgla**,신규사업/BD
etwon**,PM
etwon**,서비스기획
etwon**,GUI(UI/UX)
etwon**,빅데이터/AI
etwon**,시스템엔지니어
duota**,경영전략/관리
duota**,구매
duota**,상품기획
duota**,마케팅전략/브랜딩
duota**,해외영업/무역
smartwo**,영업/구매/유통
smartwo**,홍보/PR
smartwo**,서비스기획
smartwo**,Other
gjhk**,원가관리
gjhk**,재무/회계/자금
gjhk**,경영전략/관리
gjhk**,경영혁신/PI
yjjordan**,홍보/PR
yjjordan**,B2C영업
yjjordan**,온라인마케팅
yjjordan**,시장조사/데이터분석
yjjordan**,마케팅전략/브랜딩
fzr60**,M&A/PMI
fzr60**,투자/IPO
fzr60**,정부지원사업
fzr60**,경영전략/관리
fzr60**,Other
holaya**,마케팅전략/브랜딩
holaya**,홍보/PR
holaya**,신규사업/BD
holaya**,시장조사/데이터분석
holaya**,M&A/PMI
kimshjac**,마케팅전략/브랜딩
kimshjac**,상품기획
kimshjac**,신규사업/BD
kimshjac**,경영전략/관리
kimshjac**,M&A/PMI
kimoo**,신규사업/BD
kimoo**,M&A/PMI
kimoo**,해외영업/무역
kimoo**,경영전략/관리
kimoo**,인사
ycmanageme**,경영혁신/PI
ycmanageme**,구매
ycmanageme**,교육
ycmanageme**,생산/제조
ycmanageme**,품질/안전
now24**,신규사업/BD
now24**,PM
now24**,연구개발/설계
dsimtrav**,B2C영업
dsimtrav**,경영전략/관리
dsimtrav**,마케팅전략/브랜딩
dsimtrav**,Other
kellise**,해외영업/무역
kellise**,물류/유통
yuhke31**,B2B영업
ykcho0**,마케팅전략/브랜딩
ykcho0**,상품기획
ykcho0**,B2B영업
ykcho0**,해외영업/무역
ykcho0**,PM
skh00**,재무/회계/자금
skh00**,투자/IPO
skh00**,경영전략/관리
first30**,마케팅전략/브랜딩
first30**,온라인마케팅
first30**,시장조사/데이터분석
first30**,홍보/PR
iskim5**,경영전략/관리
iskim5**,재무/회계/자금
iskim5**,투자/IPO
iskim5**,신규사업/BD
stjohn**,경영전략/관리
stjohn**,PM
stjohn**,인사
taewo**,재무/회계/자금
taewo**,투자/IPO
cskjkh10**,상품기획
cskjkh10**,마케팅전략/브랜딩
jeong5**,생산/제조
jeong5**,품질/안전
jeong5**,연구개발/설계
jeong5**,공장신축
rosh11**,재무/회계/자금
rosh11**,경영전략/관리
sim**,경영전략/관리
sim**,경영혁신/PI
sim**,신규사업/BD
weishank**,구매
weishank**,경영혁신/PI
weishank**,생산/제조
weishank**,Other
bhson2**,해외영업/무역
bhson2**,신규사업/BD
bhson2**,경영전략/관리
bhson2**,B2B영업
bhson2**,상품기획
frank**,해외영업/무역
frank**,구매
frank**,B2B영업
jjhe**,마케팅전략/브랜딩
jjhe**,상품기획
jjhe**,시장조사/데이터분석
jjhe**,경영전략/관리
jjhe**,B2C영업
tigerjun**,신규사업/BD
tigerjun**,해외영업/무역
tigerjun**,상품기획
tigerjun**,정부지원사업
bhlim**,세무
jang70**,연구개발/설계
jang70**,신규사업/BD
gangpo**,마케팅전략/브랜딩
gangpo**,온라인마케팅
gangpo**,경영전략/관리
gangpo**,B2B영업
gangpo**,B2C영업
shkimxi12**,경영전략/관리
Stivekim20**,생산/제조
dreamd**,경영혁신/PI
dreamd**,경영전략/관리
dreamd**,B2B영업
dreamd**,PM
totoroy**,구매
totoroy**,해외영업/무역
polym**,연구개발/설계
polym**,생산/제조
polym**,품질/안전
yoonps20**,노무
yoonps20**,재무/회계/자금
yoonps20**,세무
yoonps20**,경영혁신/PI
yoonps20**,투자/IPO
wonhso**,재무/회계/자금
hanmomo**,B2B영업
hanmomo**,마케팅전략/브랜딩
hanmomo**,PM
islee8**,일반법무
islee8**,노무
kslee**,경영전략/관리
kslee**,기술/특허
kslee**,정부지원사업
ycsjung**,경영전략/관리
ycsjung**,M&A/PMI
koomdory**,경영전략/관리
mudsan**,재무/회계/자금
mudsan**,물류/유통
mudsan**,PM
kchoi94**,연구개발/설계
kchoi94**,생산/제조
mujinja**,정부지원사업
mujinja**,경영전략/관리
mujinja**,재무/회계/자금
paulk**,신규사업/BD
paulk**,해외영업/무역
paulk**,인사
paulk**,마케팅전략/브랜딩
kimsk2**,재무/회계/자금
chunhyungj**,시스템엔지니어
chunhyungj**,서비스기획
chunhyungj**,연구개발/설계
cjj20**,마케팅전략/브랜딩
sbyu54**,일반법무
soho**,마케팅전략/브랜딩
jainiep**,제품/공간디자인
jainiep**,마케팅전략/브랜딩
Tbzang1**,경영혁신/PI
Tbzang1**,신규사업/BD
Tbzang1**,경영전략/관리
Tbzang1**,M&A/PMI
Tbzang1**,인사
ospo**,연구개발/설계
ospo**,생산/제조
ospo**,품질/안전
bb6126**,재무/회계/자금
bb6126**,투자/IPO
hyun07**,물류/유통
hyun07**,Other
hyun07**,B2B영업
yimwie**,PM
yimwie**,GUI(UI/UX)
yimwie**,시스템엔지니어
hshsw14**,마케팅전략/브랜딩
hshsw14**,온라인마케팅
hshsw14**,경영전략/관리
hshsw14**,B2C영업
kmcho**,마케팅전략/브랜딩
kmcho**,홍보/PR
Philipso**,상품기획
Philipso**,경영전략/관리
Philipso**,연구개발/설계
Philipso**,구매
Philipso**,시장조사/데이터분석
yoopar**,빅데이터/AI
yoopar**,신규사업/BD
yoopar**,시장조사/데이터분석
paulje**,해외영업/무역
paulje**,B2B영업
paulje**,B2C영업
paulje**,시장조사/데이터분석
songjay**,서비스기획
songjay**,B2B영업
songjay**,B2C영업
songjay**,구매
songjay**,물류/유통
jakcs**,해외영업/무역
jakcs**,제안서/편집디자인
jakcs**,온라인마케팅
jakcs**,신규사업/BD
bmch**,생산/제조
bmch**,B2B영업
bmch**,PM
ykb**,홍보/PR
bmk69**,신규사업/BD
bmk69**,경영전략/관리
bmk69**,교육
bmk69**,인사
bmk69**,B2B영업
skkim5**,해외영업/무역
rowoon09**,상품기획
rowoon09**,구매
rowoon09**,물류/유통
rowoon09**,마케팅전략/브랜딩
rowoon09**,온라인마케팅
inohkim**,생산/제조
inohkim**,품질/안전
hjink**,신규사업/BD
hjink**,경영전략/관리
hjink**,연구개발/설계
hjink**,생산/제조
kyuskim**,신규사업/BD
kyuskim**,마케팅전략/브랜딩
mcl20**,경영전략/관리
mcl20**,경영혁신/PI
mcl20**,인사
growbo**,경영전략/관리
growbo**,경영혁신/PI
growbo**,마케팅전략/브랜딩
growbo**,PM
growbo**,서비스기획
jiko20**,해외영업/무역
jiko20**,B2B영업
jiko20**,마케팅전략/브랜딩
jiko20**,물류/유통
ksshin12**,재무/투자
ksshin12**,경영전략/관리
ksshin12**,M&A/PMI
ksshin12**,신규사업/BD
cwchu12**,해외영업/무역
cwchu12**,신규사업/BD
kelvi**,B2B영업
kelvi**,신규사업/BD
kelvi**,해외영업/무역
kelvi**,투자/IPO
kelvi**,경영전략/관리
choar**,해외영업/무역
choar**,B2C영업
choar**,B2B영업
choar**,상품기획
choar**,구매
joonbum**,생산/제조
joonbum**,품질/안전
jwlee**,인사
jwlee**,경영전략/관리
jwlee**,구매
nohjex**,재무/투자
nohjex**,경영전략/신사업
nohjex**,엔지니어링
nohjex**,법무/대정부
nohjex**,인사/총무
ah0609**,총무
bk10**,경영전략/관리
bk10**,품질/안전
SHL**,재무/회계/자금
SHL**,원가관리
SHL**,경영전략/관리
SHL**,B2C영업
SHL**,CS
jsfine87**,제품/공간디자인
jsfine87**,Other
jwjan**,Other
jjm66**,노무
jjm66**,인사
jjm66**,총무
jjm66**,교육
bizmat**,신규사업/BD
bizmat**,경영전략/관리
bizmat**,마케팅전략/브랜딩
bizmat**,인사
bizmat**,총무
jenney**,마케팅전략/브랜딩
jenney**,온라인마케팅
jenney**,CS
jenney**,Other
jenney**,홍보/PR
bsahnn87**,연구개발/설계
bsahnn87**,경영혁신/PI
bsahnn87**,생산/제조
bsahnn87**,신규사업/BD
bsahnn87**,Other
directa**,교육
directa**,인사
jgyoon01**,연구개발/설계
jgyoon01**,생산/제조
jgyoon01**,신규사업/BD
jgyoon01**,경영전략/관리
jgyoon01**,품질/안전
skcdw1**,신규사업/BD
skcdw1**,해외영업/무역
skcdw1**,정부지원사업
ybcho2**,공장신축
ybcho2**,품질/안전
ybcho2**,생산/제조
ybcho2**,경영혁신/PI
tigerd**,공장신축
tigerd**,생산/제조
tigerd**,품질/안전
jangco**,생산/제조
jangco**,품질/안전
jangco**,공장신축
jangco**,경영전략/관리
jangco**,경영혁신/PI
enlin**,재무/회계/자금
enlin**,마케팅전략/브랜딩
enlin**,B2B영업
enlin**,경영혁신/PI
enlin**,정부지원사업
kjk42**,연구개발/설계
kjk42**,생산/제조
kjk42**,품질/안전
kjk42**,경영혁신/PI
kjk42**,신규사업/BD
jrm**,해외영업/무역
jrm**,B2C영업
iupp**,B2B영업
no1g**,인사
no1g**,교육
Jwoon**,경영혁신/PI
Jwoon**,경영전략/관리
Jwoon**,물류/유통
Jwoon**,원가관리
Jwoon**,재무/회계/자금
tiger8**,신규사업/BD
tiger8**,마케팅전략/브랜딩
tiger8**,시장조사/데이터분석
tiger8**,홍보/PR
tiger8**,상품기획
jwchoi29**,B2B영업
jwchoi29**,물류/유통
jwchoi29**,마케팅전략/브랜딩
jwchoi29**,상품기획
jwchoi29**,해외영업/무역
samboo7**,신규사업/BD
samboo7**,경영전략/관리
samboo7**,M&A/PMI
samboo7**,마케팅전략/브랜딩
samboo7**,시장조사/데이터분석
santana70**,신규사업/BD
santana70**,경영전략/관리
santana70**,해외영업/무역
santana70**,구매
santana70**,상품기획
kks275**,엔지니어링
Sunghyuk**,경영전략/신사업
Sunghyuk**,재무/투자
sungjing**,영업/구매/유통
sungjing**,경영전략/신사업
sungjing**,마케팅
latt**,IT
latt**,경영전략/신사업
latt**,영업/구매/유통
yjhsk**,신규사업/BD
yjhsk**,마케팅전략/브랜딩
yjhsk**,상품기획
yjhsk**,B2C영업
yjhsk**,물류/유통
seanhunet**,재무/투자
seanhunet**,인사/총무
seanhunet**,Other
scot**,영업/구매/유통
scot**,경영전략/신사업
scot**,마케팅
pkj12**,경영전략/신사업
pkj12**,영업/구매/유통
pkj12**,마케팅
leeyk01**,연구개발/설계
leeyk01**,서비스기획
Excelsi**,경영전략/신사업
Excelsi**,IT
Excelsi**,Other
avanr**,IT
avanr**,경영전략/신사업
avanr**,마케팅
avanr**,정부지원사업
avanr**,제품/공간디자인
ukngn**,PM
ukngn**,서버개발/앱개발
ukngn**,빅데이터/AI
sohnji**,인사/총무
clever**,마케팅
clever**,경영전략/신사업
clever**,영업/구매/유통
8441h**,신규사업/BD
8441h**,연구개발/설계
8441h**,생산/제조
8441h**,공장신축
8441h**,인사
yeongy**,재무/투자
yeongy**,영업/구매/유통
yeongy**,Other
ssba**,Other
ssba**,경영전략/신사업
ssba**,영업/구매/유통
cjpark**,경영전략/신사업
cjpark**,마케팅
LGPFIZ**,영업/구매/유통
LGPFIZ**,경영전략/신사업
LGPFIZ**,마케팅
hansim**,엔지니어링
hansim**,IT
hansim**,경영전략/신사업
7creat**,경영전략/신사업
7creat**,마케팅전략/브랜딩
kyj**,경영전략/신사업
wany02**,시장조사/데이터분석
wany02**,마케팅전략/브랜딩
wany02**,신규사업/BD
wany02**,경영전략/관리
jonghkim**,경영전략/신사업
jwhong24**,엔지니어링
jbpak31**,경영전략/신사업
jbpak31**,마케팅전략/브랜딩
jbpak31**,온라인마케팅
jbpak31**,B2C영업
yss02**,마케팅
yss02**,경영전략/신사업
yss02**,영업/구매/유통
yss02**,광고/영상디자인
yss02**,교육
baagi**,경영전략/신사업
baagi**,빅데이터/AI
alkat**,IT
alkat**,경영전략/신사업
alkat**,Other
kimokim**,인사/총무
kimokim**,재무/투자
kimokim**,경영전략/신사업
cho11**,인사/총무
cho11**,마케팅
vitna**,재무/투자
vitna**,M&A/PMI
lcs25**,영업/구매/유통
lcs25**,마케팅
Columb**,재무/투자
Columb**,경영전략/신사업
Columb**,법무/대정부
jhlee5**,마케팅
khk020**,경영전략/신사업
khk020**,인사/총무
khk020**,구매
khk020**,생산/제조
khk020**,품질/안전
mexicol**,마케팅
yezina**,엔지니어링
leedyc**,M&A/PMI
leedyc**,노무
leedyc**,교육
leedyc**,인사
leedyc**,경영전략/관리
samsonle**,경영전략/신사업
samsonle**,마케팅
samsonle**,B2B영업
samsonle**,B2C영업
samsonle**,해외영업/무역
jayooh**,제품/공간디자인
jayooh**,경영전략/관리
lrqah**,품질/안전
namaska**,마케팅
namaska**,디자인/패션
namaska**,Other
chody**,연구개발/설계
chody**,신규사업/BD
chody**,품질/안전
chody**,홍보/PR
chody**,생산/제조
cruiser**,신규사업/BD
cruiser**,경영전략/관리
cruiser**,정부지원사업
cruiser**,기술/특허
cruiser**,B2B영업
moisel**,생산/제조
moisel**,연구개발/설계
moisel**,품질/안전
moisel**,공장신축
jaykim**,B2B영업
jaykim**,해외영업/무역
jaykim**,신규사업/BD
FactoryDoct**,생산/제조
FactoryDoct**,연구개발/설계
FactoryDoct**,공장신축
convivi**,신규사업/BD
convivi**,마케팅전략/브랜딩
convivi**,시장조사/데이터분석
convivi**,경영전략/관리
convivi**,투자/IPO
infon**,마케팅전략/브랜딩
infon**,시장조사/데이터분석
infon**,홍보/PR
infon**,온라인마케팅
moonch54**,생산/제조
zero05**,경영전략/관리
zero05**,재무/회계/자금
zero05**,인사
runway50**,경영전략/관리
runway50**,온라인마케팅
runway50**,물류/유통
runway50**,정부지원사업
runway50**,상품기획
Sun29**,교육
Sun29**,인사
ywkim1**,품질/안전
ywkim1**,생산/제조
ywkim1**,공장신축
jsg4**,경영전략/관리
jsg4**,신규사업/BD
jsg4**,시장조사/데이터분석
karll**,신규사업/BD
karll**,M&A/PMI
karll**,B2B영업
karll**,생산/제조
ltk77**,제품/공간디자인
lee23**,일반법무
lee23**,투자/IPO
lee23**,Other
khkim4**,신규사업/BD
khkim4**,물류/유통
khkim4**,PM
khkim4**,경영전략/관리
reon01**,세무
reon01**,재무/회계/자금
ytj**,해외영업/무역
ytj**,B2C영업
ytj**,마케팅전략/브랜딩
johnch**,M&A/PMI
johnch**,재무/회계/자금
johnch**,구매
johnch**,경영전략/관리
johnch**,세무
scyun**,경영전략/관리
scyun**,M&A/PMI
scyun**,재무/회계/자금
scyun**,상품기획
scyun**,원가관리
scha**,신규사업/BD
scha**,경영전략/관리
scha**,인사
scha**,연구개발/설계
scha**,PM
kbon**,해외영업/무역
kbon**,경영전략/관리
kbon**,인사
kbon**,마케팅전략/브랜딩
harrypark**,해외영업/무역
harrypark**,경영전략/관리
harrypark**,B2B영업
harrypark**,마케팅전략/브랜딩
csy00**,마케팅전략/브랜딩
csy00**,상품기획
csy00**,홍보/PR
csy00**,온라인마케팅
daniel**,경영전략/관리
daniel**,경영혁신/PI
daniel**,원가관리
daniel**,시장조사/데이터분석
daniel**,해외영업/무역
innoi**,연구개발/설계
innoi**,생산/제조
innoi**,품질/안전
innoi**,신규사업/BD
innoi**,Other
chocw19**,신규사업/BD
chocw19**,홍보/PR
chocw19**,시장조사/데이터분석
chocw19**,정부지원사업
chocw19**,해외영업/무역
renewalh**,구매
renewalh**,경영혁신/PI
renewalh**,물류/유통
bjy**,노무
bjy**,인사
bjy**,경영전략/관리
bjy**,M&A/PMI
peterlee**,B2B영업
peterlee**,M&A/PMI
peterlee**,신규사업/BD
peterlee**,B2C영업
limku20**,경영전략/관리
limku20**,인사
limku20**,재무/회계/자금
limku20**,경영혁신/PI
limku20**,신규사업/BD
misp**,IT
misp**,신규사업/BD
misp**,경영혁신/PI
rlatnd**,연구개발/설계
rlatnd**,PM
rlatnd**,경영혁신/PI
lkchu**,구매
lkchu**,경영전략/관리
lkchu**,원가관리
lkchu**,경영혁신/PI
lkchu**,정부지원사업
superpuma4**,해외영업/무역
superpuma4**,B2B영업
superpuma4**,구매
ganten**,신규사업/BD
ganten**,B2B영업
ganten**,B2C영업
hkjoo**,신규사업/BD
hkjoo**,물류/유통
seol87**,인사
seol87**,교육
seol87**,노무
seol87**,경영혁신/PI
seol87**,홍보/PR
1201**,홍보/PR
1201**,정부지원사업
hamsy**,경영혁신/PI
hamsy**,마케팅전략/브랜딩
hamsy**,연구개발/설계
hamsy**,PM
hamsy**,경영전략/관리
curiousdav**,신규사업/BD
curiousdav**,경영전략/관리
curiousdav**,투자/IPO
curiousdav**,마케팅전략/브랜딩
curiousdav**,상품기획
nfoandr**,마케팅전략/브랜딩
nfoandr**,시장조사/데이터분석
nfoandr**,상품기획
shsoun**,마케팅전략/브랜딩
dhconsulti**,재무/회계/자금
dhconsulti**,경영전략/관리
dhconsulti**,원가관리
dhconsulti**,세무
kyle22**,마케팅
dsja**,엔지니어링
dsja**,재무/회계/자금
dsja**,경영전략/관리
dsja**,시장조사/데이터분석
dsja**,마케팅전략/브랜딩
cs87470**,마케팅전략/브랜딩
cs87470**,홍보/PR
cs87470**,해외영업/무역
cs87470**,신규사업/BD
cs87470**,온라인마케팅
nosumm**,B2C영업
nosumm**,경영혁신/PI
nosumm**,총무
nosumm**,구매
nosumm**,상품기획
sunbe1**,구매
sunbe1**,B2C영업
sunbe1**,물류/유통
sunbe1**,상품기획
bluetiffa**,마케팅전략/브랜딩
